0,1,2,3
0.5,0.5,0.5,0.5
0.25826492088514036,0.7244427276878497,0.416832751386838,0.5331664823920115
0.7253212756119748,0.25370662799788074,0.41474231851268684,0.5333567958152403
0.740308333290698,0.7328620607697295,0.43437166378223485,0.5114178773691677
0.2735160822266118,0.28493361531306743,0.40108035777623924,0.542590002903298
0.4253094641173084,0.6531574421320469,0.7167424756931626,0.36547006307891017
0.6136248564337441,0.34431307283765733,0.6953483993876078,0.36730360988181554
0.427871994762577,0.5008828602770135,0.2981793741038395,0.7188405045093041
0.4810344315471825,0.7478448590250535,0.6527728242286381,0.6546535993174047
0.5184277232830318,0.2957087371797822,0.5971140485766547,0.7243802003359504
0.47574518052080345,0.2519390905351015,0.4190979740689485,0.3188321211036458
0.6387158955257417,0.3409702725676655,0.15052420088372112,0.6593338775505166
0.6301834107334129,0.7441744325954924,0.14137565464561325,0.5426933137496025
0.7055929943109779,0.507385933406222,0.40922823701469546,0.7736373822531984
0.4648678408203074,0.719665702838636,0.9999999860862328,0.561490569053023
0.38098679862540036,0.27083787637100465,0.9952254967190111,0.5465998539145387
0.5968321223813337,0.5365314641805842,0.998831241243815,0.25212056720636605
0.298346169287799,0.26205855511158155,0.10917110264955204,0.6646612936266334
