0,1,2,3
0.5,0.5,0.5,0.5
0.27326101034139294,0.7060095595540157,0.47752160988179815,0.518927788279186
0.6935426057717713,0.2664838744476823,0.5600175020298139,0.4782674975161615
0.6952652021627951,0.7458627327406545,0.44418315166328654,0.49445486333387895
0.30685214442081404,0.26940934163369495,0.4849843674020762,0.5426151952266947
0.5663707819868047,0.3228278858542933,0.24367685299062228,0.5721601436752373
0.45725358037663555,0.544471295667452,0.7555623569682484,0.30288132131872336
0.43361618006637515,0.6168463343582351,0.23226224605273152,0.6404590653259536
0.3140652588312021,0.25720749064116377,0.7754998053215355,0.38325949353967326
0.6807939953779744,0.7226383446630432,0.8002222028470052,0.4155402127540792
0.41223242206697935,0.3709094370472625,0.5090463119371803,0.8137361771481907
0.42047826803559846,0.6394916734711303,0.6964376344291314,0.6747412965621499
0.7113676407147893,0.2715570937789475,0.8612984904161223,0.5709028622877297
0.4269072366957094,0.7274025945641054,0.5181610881030948,0.2579480646798724
0.6762009989924127,0.39498556406212987,0.6062581265248316,0.1908796827481489
0.37580875176969214,0.3663587773722533,1.3913767208733128e-08,0.5248291303905909
0.6590426233736684,0.5047763437842707,1.3913767208733128e-08,0.7194257390052361
0.7283995638549056,0.7488097725799558,0.15356601568266653,0.6544785145150712
0.2547581270219979,0.7483295793936151,0.7621056647746237,0.4081226797567002
